municipio_nombre_largo,jurisdiccion_tipo,municipio_nombre,autoridad_fuente,municipio_id
Comuna Kilómetro 658,Comuna,Kilómetro 658,Direc. Grl. de Catastro,142672
Comuna La Batea,Comuna,La Batea,Direc. Grl. de Catastro,142168
Municipio La Calera,Municipio,La Calera,Direc. Grl. de Catastro,140119
Municipio La Carlota,Municipio,La Carlota,Direc. Grl. de Catastro,140434
"Comuna La Carolina ""El Potosi""",Comuna,"La Carolina ""El Potosi""",Direc. Grl. de Catastro,142560
Municipio La Cautiva,Municipio,La Cautiva,Direc. Grl. de Catastro,140826
Municipio La Cesira,Municipio,La Cesira,Direc. Grl. de Catastro,140623
Municipio La Cruz,Municipio,La Cruz,Direc. Grl. de Catastro,140014
Municipio La Cumbre,Municipio,La Cumbre,Direc. Grl. de Catastro,140693
Comuna La Cumbrecita,Comuna,La Cumbrecita,Direc. Grl. de Catastro,143015
Municipio La Falda,Municipio,La Falda,Direc. Grl. de Catastro,140700
Municipio La Francia,Municipio,La Francia,Direc. Grl. de Catastro,141260
Municipio La Granja,Municipio,La Granja,Direc. Grl. de Catastro,140126
Comuna La Higuera,Comuna,La Higuera,Direc. Grl. de Catastro,142175
Municipio La Laguna,Municipio,La Laguna,Direc. Grl. de Catastro,140301
Comuna La Paisanita,Comuna,La Paisanita,Direc. Grl. de Catastro,143022
Municipio La Palestina,Municipio,La Palestina,Direc. Grl. de Catastro,140308
Comuna La Pampa,Comuna,La Pampa,Direc. Grl. de Catastro,143183
Municipio La Paquita,Municipio,La Paquita,Direc. Grl. de Catastro,141267
Municipio La Para,Municipio,La Para,Direc. Grl. de Catastro,140903
Municipio La Paz,Municipio,La Paz,Direc. Grl. de Catastro,141127
Comuna La Playa,Comuna,La Playa,Direc. Grl. de Catastro,142385
Municipio La Playosa,Municipio,La Playosa,Direc. Grl. de Catastro,140315
Comuna La Población,Comuna,La Población,Direc. Grl. de Catastro,142896
Comuna La Posta,Comuna,La Posta,Direc. Grl. de Catastro,142679
Municipio La Puerta,Municipio,La Puerta,Direc. Grl. de Catastro,140910
Comuna La Quinta,Comuna,La Quinta,Direc. Grl. de Catastro,142686
Comuna La Rancherita,Comuna,La Rancherita,Direc. Grl. de Catastro,143029
Comuna La Rinconada,Comuna,La Rinconada,Direc. Grl. de Catastro,142763
Comuna La Serranita,Comuna,La Serranita,Direc. Grl. de Catastro,143036
Municipio La Tordilla,Municipio,La Tordilla,Direc. Grl. de Catastro,141274
Municipio Laborde,Municipio,Laborde,Direc. Grl. de Catastro,141666
Municipio Laboulaye,Municipio,Laboulaye,Direc. Grl. de Catastro,140630
Municipio Laguna Larga,Municipio,Laguna Larga,Direc. Grl. de Catastro,141015
Municipio Las Acequias,Municipio,Las Acequias,Direc. Grl. de Catastro,140833
Comuna Las Albahacas,Comuna,Las Albahacas,Direc. Grl. de Catastro,142567
Municipio Las Arrias,Municipio,Las Arrias,Direc. Grl. de Catastro,141547
Comuna Las Bajadas,Comuna,Las Bajadas,Direc. Grl. de Catastro,142028
Comuna Las Caleras,Comuna,Las Caleras,Direc. Grl. de Catastro,142035
Comuna Las Calles,Comuna,Las Calles,Direc. Grl. de Catastro,142847
Comuna Las Cañadas,Comuna,Las Cañadas,Direc. Grl. de Catastro,142182
Comuna Las Gramillas,Comuna,Las Gramillas,Direc. Grl. de Catastro,142693
Municipio Las Higueras,Municipio,Las Higueras,Direc. Grl. de Catastro,140840
Comuna Las Isletillas,Comuna,Las Isletillas,Direc. Grl. de Catastro,143148
Municipio Las Junturas,Municipio,Las Junturas,Direc. Grl. de Catastro,141022
Comuna Las Palmas,Comuna,Las Palmas,Direc. Grl. de Catastro,142413
